algorithm,per_item_gas,batched_gas_total,batch_size_N,batched_gas_amortised,saving_ratio
253375,82850,256,324,782
253375,82850,256,324,782
3036625,82850,256,324,9372
582125,82850,256,324,1795
5170625,82850,256,324,15960
